"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"shrub",0.75,10,9,272,30.9668658124727,4.88063839061652,0.133953437786843,0.113848771369385
"open_treed",0.75,47,46,1322,-551.557541896731,676.542928029626,0.715372023244668,-0.417214479498284
"dense_treed",0.75,31,26,681,218.540792714316,228.73206554802,0.579548745348464,0.320911589888864
