"class","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"shrub",10,9,124,12.0038947086273,1.53094635625654,0.111114092637766,0.0968056024889297
"open_treed",47,46,582,-246.835397415959,295.736083667516,0.712837710003681,-0.424115803120204
"dense_treed",31,26,298,100.771198573959,104.919803939706,0.593363193156014,0.338158384476374
