"class","buffer_m","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"shrub",0.25,10,9,37,3.08224277596135,0.307688825134216,0.0911916344453626,0.0833038588097662
"open_treed",0.25,47,45,140,-58.3560543612272,65.5346261757894,0.68418160796985,-0.416828959723052
"dense_treed",0.25,31,25,75,30.2401137350569,38.761294062789,0.718900030720907,0.403201516467425
