"class","n_targets","n_targets_with_last","n_pnts_last","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last"
"road",34,14,181,-205.160358418843,232.789892767665,1.13407760062583,-1.13348264319803
"shrub",10,8,99,-103.373807517344,120.910136061366,1.10513099027688,-1.04417987391256
"dense_treed",15,15,166,-159.252004930318,157.557926544132,0.974240286483795,-0.959349427291072
