"pnt_id","n_pnts","n_pnts_last","n_pnts_last_incoherent","intensity_avg","thickness","sum_errs_last","sum_errs_last_sq","rmse_last","bias_last","buffer_m"
1,3,3,0,22.6666666666667,0.0460000000000491,0.306775105841098,0.0326209885212731,0.104276856686536,0.102258368613699,0.25
2,3,3,0,27.6666666666667,0.0250000000000909,0.272775105840992,0.0251160861221906,0.0914987907428118,0.0909250352803307,0.25
3,5,5,0,22.4,0.0289999999999964,0.721625176401858,0.104639779043402,0.144664977823523,0.144325035280372,0.25
4,2,2,0,20.5,0.0210000000001855,0.240850070560555,0.029224878244516,0.120881922230985,0.120425035280277,0.25
5,3,3,0,32.6666666666667,0.0369999999998072,0.394775105840836,0.0526337947305406,0.132456023809842,0.131591701946945,0.25
6,3,3,0,17.3333333333333,0.0519999999999072,0.387775105841229,0.0516458442367197,0.131207017389467,0.129258368613743,0.25
7,5,5,0,27.8,0.0340000000001055,0.634625176401869,0.0813998229046241,0.127592964464836,0.126925035280374,0.25
8,3,3,0,24.6666666666667,0.0319999999999254,0.49677510584138,0.0828545019279034,0.166187145439415,0.165591701947127,0.25
9,4,4,1,28.5,0.0650000000000546,0.676700141121273,0.117003520248391,0.171028886630586,0.169175035280318,0.25
10,3,3,0,28.3333333333333,0.101000000000113,0.407775105840756,0.0606008456478259,0.142127695691616,0.135925035280252,0.25
11,2,2,0,29.5,0.00999999999999091,0.355850070560564,0.063364636358979,0.17799527572239,0.177925035280282,0.25
28,2,2,0,23,0.000999999999976353,0.296850070560367,0.0440604821958475,0.148425877453777,0.148425035280184,0.25
29,1,1,0,29,NA,0.151925035280328,0.023081216344929,0.151925035280328,0.151925035280328,0.25
30,4,4,0,28.25,0.0729999999998654,0.605700141121133,0.0944831652385324,0.153690570008811,0.151425035280283,0.25
31,3,3,0,24.6666666666667,0.0319999999999254,0.464775105840999,0.0725412996698348,0.155500589141258,0.154925035280333,0.25
32,3,3,0,21,0.0180000000000291,0.324775105841354,0.035332289791421,0.108523868022079,0.108258368613785,0.25
33,3,3,0,31.3333333333333,0.0639999999998508,0.380775105841394,0.0508638937428337,0.130209950647449,0.126925035280465,0.25
34,4,4,0,28.25,0.0520000000001346,0.523700141121935,0.070181459452791,0.132458917643161,0.130925035280484,0.25
35,5,5,1,25.8,0.122000000000071,0.868625176402475,0.162162739416055,0.180090388092233,0.173725035280495,0.25
36,5,5,1,27.2,0.122000000000071,0.824625176402151,0.145555336311259,0.170619656728795,0.16492503528043,0.25
37,4,4,0,29.25,0.109000000000151,0.550700141121297,0.0818904113577695,0.143082503610478,0.137675035280324,0.25
40,2,2,1,24.5,0.0360000000000582,0.403850070560566,0.082195439745889,0.202725725730467,0.201925035280283,0.25
41,4,4,0,26,0.0660000000000309,0.559700141121539,0.0806300619928696,0.141977165411264,0.139925035280385,0.25
42,2,2,0,15.5,0.0310000000001764,0.330850070560473,0.0552113845949404,0.1661496081773,0.165425035280236,0.25
43,4,4,0,27.25,0.0540000000000873,0.485700141121697,0.06131715677142,0.123811506706182,0.121425035280424,0.25
44,2,2,0,25,0.0380000000000109,0.297850070560798,0.0450793322665367,0.150132162221385,0.148925035280399,0.25
45,3,3,0,28,0.0850000000000364,0.437775105840956,0.0678323477646909,0.150368821862214,0.145925035280319,0.25
46,3,3,2,28,0.127999999999929,0.57877510584126,0.122252207713849,0.201868115126229,0.19292503528042,0.25
47,4,4,0,28.75,0.0440000000000964,0.399700141121457,0.0412140507031334,0.101506219887174,0.0999250352803642,0.25
48,4,4,1,27,0.0879999999999654,0.72470014112173,0.136400323635467,0.184662072199103,0.181175035280432,0.25
49,5,5,0,35.8,0.0609999999999218,0.795625176401245,0.129102684264698,0.160687699756203,0.159125035280249,0.25
50,5,5,0,27.6,0.0949999999997999,0.476625176402194,0.0507935117560643,0.100790388188621,0.0953250352804389,0.25
51,2,2,0,27,0.0350000000000819,0.1608500705604,0.0135488725996457,0.0823069638598269,0.0804250352802001,0.25
52,2,2,0,24.5,0.0440000000000964,0.167850070560462,0.0150548230935803,0.0867606566756507,0.083925035280231,0.25
53,4,4,0,31,0.0449999999998454,0.33670014112181,0.0297064962578528,0.0861778629606421,0.0841750352804524,0.25
54,3,3,1,26.6666666666667,0.0340000000001055,0.55277510584142,0.102434105879334,0.184782850827067,0.184258368613807,0.25
55,3,3,0,25,0.0380000000000109,0.352775105841147,0.0423760917670746,0.118850174263054,0.117591701947049,0.25
